tax_payment_id,registration_no,apply_dt,from_date,to_date,amount,receipt_no,issue_dt
460474,NL01/Q1047,13/07/2016,01/07/2016,30/06/2017,5126,KA24350,12/07/2016
460475,NL01/Q1048,13/07/2016,01/07/2016,30/06/2017,5126,KA24353,12/07/2016
460476,NL01/Q1049,13/07/2016,01/07/2016,30/06/2017,5126,KA24317,12/07/2016
460477,NL01/Q1050,13/07/2016,01/07/2016,30/06/2017,5126,KA24338,12/07/2016
460478,NL01/Q1051,13/07/2016,01/07/2016,30/06/2017,5126,KA24346,12/07/2016
460479,NL01/Q1052,13/07/2016,01/07/2016,30/06/2017,5126,KA24341,12/07/2016
460480,NL01/Q1053,13/07/2016,01/07/2016,30/06/2017,7754,KA24207,12/07/2016
460481,NL01/Q1054,13/07/2016,01/07/2016,30/06/2017,7754,KA24226,12/07/2016
460482,NL01/Q1055,13/07/2016,01/07/2016,30/06/2017,7754,KA24228,12/07/2016
460483,NL01/Q1056,13/07/2016,01/07/2016,30/06/2017,7754,KA24230,12/07/2016
460484,NL01/Q1057,13/07/2016,01/07/2016,30/06/2017,7754,KA24233,12/07/2016
460485,NL01/Q1058,13/07/2016,01/07/2016,30/06/2017,7754,KA24220,12/07/2016
460486,NL01/Q1059,13/07/2016,01/07/2016,30/06/2017,7754,KA24223,12/07/2016
460488,NL01/Q1060,13/07/2016,01/07/2016,30/06/2017,7754,KA24225,12/07/2016
460489,NL01/Q1061,13/07/2016,01/07/2016,30/06/2017,7754,KA24205,12/07/2016
460490,NL01/Q1062,13/07/2016,01/07/2016,30/06/2017,7754,KA24196,12/07/2016
460491,NL01/Q1063,13/07/2016,01/07/2016,30/06/2017,7754,KA24197,12/07/2016
460492,NL01/Q1064,13/07/2016,01/07/2016,30/06/2017,7754,KA24199,12/07/2016
460493,NL01/Q1065,13/07/2016,01/07/2016,30/06/2017,7754,KA24235,12/07/2016
460494,NL01/Q1066,13/07/2016,01/07/2016,30/06/2017,7754,KA24209,12/07/2016
460495,NL01/Q1067,13/07/2016,01/07/2016,30/06/2017,7754,KA24213,12/07/2016
460497,NL01/Q1068,13/07/2016,01/07/2016,30/06/2017,7754,KA24216,12/07/2016
460498,NL01/Q1069,13/07/2016,01/07/2016,30/06/2017,7754,KA24236,12/07/2016
460499,NL01/Q1070,13/07/2016,01/07/2016,30/06/2017,7754,KA24201,12/07/2016
460500,NL01/Q1071,13/07/2016,01/07/2016,30/06/2017,7754,KA24204,12/07/2016
460501,NL01/Q1072,13/07/2016,01/07/2016,30/06/2017,7754,KA24200,12/07/2016
460502,NL01/Q1073,13/07/2016,01/07/2016,30/06/2017,7754,KA24198,12/07/2016
460503,NL01/Q1074,13/07/2016,01/07/2016,30/06/2017,4974,KA24408,12/07/2016
460504,NL01/Q1075,13/07/2016,01/07/2016,30/06/2017,4974,KA24412,12/07/2016
460505,NL01/Q1076,13/07/2016,01/07/2016,30/06/2017,4974,KA24409,12/07/2016
460506,NL01/Q1077,13/07/2016,01/07/2016,30/06/2017,12510,KA24435,12/07/2016
460507,NL01/Q1078,13/07/2016,01/07/2016,30/06/2017,12510,KA24440,12/07/2016
460508,NL01/Q1079,13/07/2016,01/07/2016,30/06/2017,4974,KA24410,12/07/2016
460509,NL01/Q1080,13/07/2016,01/07/2016,30/06/2017,4974,KA24411,12/07/2016
460510,NL01/Q1081,13/07/2016,01/07/2016,30/06/2017,7754,KA24394,12/07/2016
460102,NL01/Q1082,13/07/2016,01/07/2016,30/06/2017,7754,KA24403,12/07/2016
460511,NL01/Q1084,13/07/2016,01/07/2016,30/06/2017,7754,KA24401,12/07/2016
460101,NL01/Q1085,13/07/2016,01/07/2016,30/06/2017,7754,KA24400,12/07/2016
460100,NL01/Q1086,13/07/2016,01/07/2016,30/06/2017,7754,KA24398,12/07/2016
460513,NL01/Q1087,13/07/2016,01/07/2016,30/06/2017,7754,KA24399,12/07/2016
460514,NL01/Q1088,13/07/2016,01/07/2016,30/06/2017,7754,KA24397,12/07/2016
460515,NL01/Q1089,13/07/2016,01/07/2016,30/06/2017,7754,KA24396,12/07/2016
460516,NL01/Q1090,13/07/2016,01/07/2016,30/06/2017,7754,KA24395,12/07/2016
460517,NL01/Q1091,13/07/2016,01/07/2016,30/06/2017,8210,KA24417,12/07/2016
460518,NL01/Q1092,13/07/2016,01/07/2016,30/06/2017,8210,KA24418,12/07/2016
460519,NL01/Q1093,13/07/2016,01/07/2016,30/06/2017,8210,KA24419,12/07/2016
460520,NL01/Q1094,13/07/2016,01/07/2016,30/06/2017,8210,KA24420,12/07/2016
460521,NL01/Q1095,13/07/2016,01/07/2016,30/06/2017,8210,KA24421,12/07/2016
460522,NL01/Q1096,13/07/2016,01/07/2016,30/06/2017,9578,KA24416,12/07/2016
460523,NL01/Q1097,13/07/2016,01/07/2016,30/06/2017,9578,KA24415,12/07/2016
460524,NL01/Q1098,13/07/2016,01/07/2016,30/06/2017,9578,KA24414,12/07/2016
460525,NL01/Q1099,13/07/2016,01/07/2016,30/06/2017,9578,KA24413,12/07/2016
460527,NL01/Q1100,13/07/2016,01/07/2016,30/06/2017,5126,KA24434,12/07/2016
460528,NL01/Q1101,13/07/2016,01/07/2016,30/06/2017,5126,KA24431,12/07/2016
460529,NL01/Q1102,13/07/2016,01/07/2016,30/06/2017,5126,KA24430,12/07/2016
460530,NL01/Q1103,13/07/2016,01/07/2016,30/06/2017,5126,KA24428,12/07/2016
460531,NL01/Q1104,13/07/2016,01/07/2016,30/06/2017,12206,KA24446,12/07/2016
460532,NL01/Q1105,13/07/2016,01/07/2016,30/06/2017,5126,KA24427,12/07/2016
460533,NL01/Q1106,13/07/2016,01/07/2016,30/06/2017,5126,KA24426,12/07/2016
460534,NL01/Q1107,13/07/2016,01/07/2016,30/06/2017,5126,KA24424,12/07/2016
460535,NL01/Q1108,13/07/2016,01/07/2016,30/06/2017,5126,KA24423,12/07/2016
460536,NL01/Q1109,13/07/2016,01/07/2016,30/06/2017,5126,KA24422,12/07/2016
460254,NL01/Q1133,14/07/2016,01/07/2016,30/06/2017,9098,KA24751,13/07/2016
460248,NL01/Q1135,14/07/2016,01/07/2016,30/06/2017,5126,KA24752,13/07/2016
460247,NL01/Q1136,14/07/2016,01/07/2016,30/06/2017,7450,KA24757,13/07/2016
460246,NL01/Q1137,14/07/2016,01/07/2016,30/06/2017,7450,KA24756,13/07/2016
460245,NL01/Q1139,14/07/2016,01/07/2016,30/06/2017,7450,KA24754,13/07/2016
460243,NL01/Q1140,14/07/2016,01/07/2016,30/06/2017,7450,KA24763,13/07/2016
460556,NL01/Q1141,14/07/2016,01/07/2016,30/06/2017,7450,KA24763,13/07/2016
460557,NL01/Q1142,14/07/2016,01/07/2016,30/06/2017,7450,KA24762,13/07/2016
460558,NL01/Q1143,14/07/2016,01/07/2016,30/06/2017,7450,KA24761,13/07/2016
460559,NL01/Q1144,14/07/2016,01/07/2016,30/06/2017,7450,KA24759,13/07/2016
460560,NL01/Q1145,14/07/2016,01/07/2016,30/06/2017,7450,KA24758,13/05/2016
460555,NL01/QANUJ,15/07/2016,01/07/2016,30/06/2017,,,15/07/2016
460550,NL01/QAUTO1,15/07/2016,01/07/2016,30/06/2017,,,15/07/2016
460551,NL01/QAUTO2,15/07/2016,01/07/2016,30/06/2017,,,15/07/2016
460554,NL01/QKHAIRUL,15/07/2016,01/07/2016,30/06/2017,,,15/07/2016
460561,NL01/QRAM,15/07/2016,01/07/2016,30/06/2017,,,15/07/2016
460540,NL01/QRIPLEY2,15/07/2016,01/07/2016,30/06/2017,,,15/07/2016
460541,NL01/QRIPLEY3,15/07/2016,01/07/2016,30/06/2017,,,15/07/2016
460146,NL02/G6044,13/07/2016,01/07/2016,30/06/2017,7204,MA12291,11/07/2016
460150,NL02/G6227,13/07/2016,01/07/2016,30/06/2017,9680,MA12296,11/07/2016
460153,NL02/G9488,13/07/2016,01/07/2016,30/06/2017,5660,MA12290,11/07/2016
460419,NL02/G9785,16/07/2016,01/07/2016,30/06/2017,,,15/07/2016
460154,NL02/G9981,13/07/2016,01/10/2016,30/09/2017,5660,MA12294,11/07/2016
460149,NL02/G9991,13/07/2016,01/10/2016,30/09/2017,5660,MA12295,11/07/2016
460143,NL02/K2339,13/07/2016,01/07/2016,30/06/2017,10896,MA12299,11/07/2016
460409,NL02/K4681,16/07/2016,01/10/2016,30/09/2017,,,15/07/2016
460152,NL02/K4948,13/07/2016,01/10/2016,30/09/2017,9680,MA12326,11/07/2016
460142,NL02/K4986,13/07/2016,01/10/2016,30/09/2017,9680,MA12450,11/07/2016
460151,NL02/K7275,13/07/2016,01/07/2016,30/06/2017,5052,MA12297,11/07/2016
460155,NL02/K8783,13/07/2016,01/07/2016,30/06/2017,10896,MA12451,11/07/2016
460148,NL02/L2305,13/07/2016,01/07/2016,30/06/2017,11200,MA12293,11/07/2016
460144,NL02/L5595,13/07/2016,01/07/2016,30/06/2017,4900,MA12289,11/07/2016
460147,NL02/L6053,13/07/2016,01/07/2016,30/06/2017,5204,MA12292,11/07/2016
460145,NL02/N0201,13/07/2016,01/07/2016,30/06/2017,11200,MA12325,11/07/2016
460099,SHAMPY,10/07/2016,19/07/2016,29/07/2016,,,28/07/2016
